scaled_features,Department_index,JobRole_index,Gender_index,OverTime_index,left_company
"[0.42857142857142855,0.24423380726698263,0.0,0.0,0.3333333333333333,0.07500000000000001]",1,0,1,0,0
"[0.6904761904761905,0.12696155871511322,1.0,0.0,0.3333333333333333,0.15000000000000002]",0,1,0,0,0
"[0.16666666666666666,0.17856766719325962,0.0,0.0,0.6666666666666666,0.07500000000000001]",1,6,0,0,1
"[0.45238095238095233,0.13117430226434967,0.6666666666666666,0.0,0.0,0.15000000000000002]",0,2,0,0,0
"[0.9047619047619047,0.05566087414428647,0.0,1.0,1.0,0.07500000000000001]",0,1,1,0,0
"[0.6904761904761905,0.8509741969457609,0.6666666666666666,0.0,1.0,0.5]",0,7,1,0,0
"[0.14285714285714285,0.1660347551342812,0.6666666666666666,0.0,0.6666666666666666,0.125]",1,0,1,1,0
"[0.3333333333333333,0.43154291732490785,1.0,0.0,0.3333333333333333,0.1]",1,0,0,0,0
"[0.38095238095238093,0.12032648762506583,0.3333333333333333,0.0,0.3333333333333333,0.125]",0,2,1,0,0
"[0.5476190476190476,0.058873091100579256,0.6666666666666666,0.0,0.3333333333333333,0.1]",0,1,0,1,0
"[0.5238095238095237,0.15618746708794104,0.6666666666666666,0.0,1.0,0.2]",0,2,0,0,0
"[0.30952380952380953,0.5152185360716167,1.0,0.0,0.6666666666666666,0.325]",1,0,0,0,0
"[0.6666666666666666,0.4785150078988942,1.0,0.0,1.0,0.17500000000000002]",1,0,0,0,1
"[0.5,0.13886255924170618,0.0,1.0,1.0,0.025]",0,2,1,1,1
"[0.30952380952380953,0.3389678778304371,0.3333333333333333,0.0,0.6666666666666666,0.25]",0,3,1,0,1
"[0.6428571428571428,0.5182727751448131,0.0,0.0,0.6666666666666666,0.17500000000000002]",0,4,0,1,0
"[0.30952380952380953,0.057925223802001054,0.3333333333333333,0.0,0.6666666666666666,0.07500000000000001]",2,8,1,0,0
"[0.30952380952380953,0.1428646656134808,1.0,0.0,0.0,0.05]",0,2,0,1,1
"[0.6428571428571428,0.44081095313322805,1.0,0.0,1.0,0.07500000000000001]",0,3,0,1,0
"[0.7142857142857142,0.2357556608741443,0.0,0.0,0.6666666666666666,0.05]",1,0,0,0,0
"[0.38095238095238093,0.09125855713533439,0.6666666666666666,0.0,0.6666666666666666,0.05]",2,8,1,0,1
"[0.5238095238095237,0.6713006845708268,0.3333333333333333,0.0,0.6666666666666666,0.225]",0,7,0,0,0
"[0.23809523809523808,0.3925223802001053,0.0,0.0,0.6666666666666666,0.125]",1,0,0,0,0
"[0.6190476190476191,0.11337546076882571,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,2,0,0,0
"[0.8333333333333333,0.8209057398630859,0.3333333333333333,0.0,0.3333333333333333,0.225]",0,7,0,0,0
"[0.738095238095238,0.2971037388099,0.6666666666666666,0.0,0.3333333333333333,0.07500000000000001]",0,4,0,0,0
"[0.5238095238095237,0.07035281727224856,0.6666666666666666,0.0,1.0,0.07500000000000001]",0,1,0,0,0
"[0.6190476190476191,0.12696155871511322,0.3333333333333333,0.0,0.3333333333333333,0.125]",0,1,0,0,0
"[0.3571428571428571,0.17714586624539233,0.0,0.0,0.6666666666666666,0.1]",1,0,0,0,0
"[0.38095238095238093,0.19747235387045814,0.0,0.0,0.6666666666666666,0.325]",1,0,0,0,0
"[0.2857142857142857,0.22601369141653502,0.6666666666666666,0.0,0.3333333333333333,0.05]",1,0,0,0,0
"[0.5714285714285714,0.14028436018957346,1.0,0.0,0.6666666666666666,0.30000000000000004]",0,2,1,0,0
"[0.6190476190476191,0.19794628751974724,0.6666666666666666,0.0,0.3333333333333333,0.025]",1,0,1,0,0
"[0.2857142857142857,0.013954713006845709,0.6666666666666666,0.0,0.3333333333333333,0.025]",0,1,0,0,0
"[0.9285714285714285,0.20489731437598738,0.6666666666666666,1.0,0.3333333333333333,0.30000000000000004]",0,1,0,0,0
"[0.738095238095238,0.4979989468141127,0.3333333333333333,0.0,0.6666666666666666,0.2]",0,4,0,0,0
"[0.38095238095238093,0.8424433912585572,0.0,0.0,0.3333333333333333,0.35000000000000003]",0,7,0,0,0
"[0.23809523809523808,0.10005265929436546,0.6666666666666666,0.0,1.0,0.07500000000000001]",1,6,0,0,1
"[0.26190476190476186,0.25044760400210636,0.3333333333333333,0.0,0.0,0.125]",1,0,1,0,1
"[0.38095238095238093,0.18904686677198526,0.3333333333333333,1.0,1.0,0.375]",1,0,1,1,1
"[0.40476190476190477,0.07345971563981044,0.6666666666666666,0.0,0.6666666666666666,0.025]",1,6,0,0,0
"[0.14285714285714285,0.11390205371248026,0.0,0.0,0.3333333333333333,0.0]",0,2,0,1,1
"[0.14285714285714285,0.05392311743022644,0.3333333333333333,0.0,0.6666666666666666,0.025]",1,6,1,0,0
"[0.6190476190476191,0.48446550816219064,0.6666666666666666,0.0,0.3333333333333333,0.05]",0,3,0,1,0
"[0.26190476190476186,0.4007898894154818,0.6666666666666666,0.0,0.6666666666666666,0.25]",1,0,0,0,0
"[0.2857142857142857,0.05555555555555556,0.6666666666666666,1.0,1.0,0.125]",2,8,0,0,0
"[0.8809523809523809,0.15934702474986837,0.6666666666666666,0.0,0.6666666666666666,0.07500000000000001]",0,4,0,1,0
"[0.3571428571428571,0.1489731437598736,0.3333333333333333,0.0,0.6666666666666666,0.125]",0,2,1,0,0
"[0.6904761904761905,0.18862559241706162,0.6666666666666666,0.0,0.3333333333333333,0.125]",1,0,1,1,0
"[0.23809523809523808,0.08172722485518695,0.0,0.0,0.3333333333333333,0.0]",0,2,0,0,1
"[0.23809523809523808,0.02917324907846235,0.6666666666666666,0.0,0.0,0.025]",0,1,0,0,0
"[0.23809523809523808,0.20479199578725646,0.0,0.0,0.6666666666666666,0.1]",1,0,0,0,0
"[0.738095238095238,0.1990521327014218,0.0,1.0,0.6666666666666666,0.07500000000000001]",0,2,1,0,0
"[0.26190476190476186,0.1143233280674039,0.3333333333333333,0.0,0.6666666666666666,0.07500000000000001]",0,2,1,0,0
"[0.23809523809523808,0.2917324907846235,0.3333333333333333,0.0,0.3333333333333333,0.2]",0,3,0,0,0
"[0.3571428571428571,0.28325434439178515,0.6666666666666666,0.0,0.6666666666666666,0.0]",0,4,0,1,0
"[0.3333333333333333,0.5389678778304371,1.0,1.0,1.0,0.125]",0,5,0,0,0
"[0.8571428571428571,0.7911005792522381,1.0,1.0,0.6666666666666666,0.35000000000000003]",0,5,1,0,0
"[0.26190476190476186,0.0712480252764613,0.0,0.0,0.0,0.225]",0,1,0,0,1
"[0.6190476190476191,0.8066877303844129,0.0,0.0,1.0,0.5]",0,7,0,0,0
"[0.5,0.3879410215903107,0.3333333333333333,0.0,0.6666666666666666,0.05]",0,3,1,0,0
"[0.6666666666666666,0.8213270142180095,0.3333333333333333,0.0,1.0,0.325]",1,5,1,0,0
"[0.40476190476190477,0.40005265929436545,0.3333333333333333,0.0,0.0,0.275]",0,4,1,0,0
"[0.11904761904761904,0.0665086887835703,0.6666666666666666,0.0,0.6666666666666666,0.1]",0,2,0,0,0
"[0.5238095238095237,0.053133228014744606,0.0,0.0,0.0,0.125]",0,2,0,0,1
"[0.38095238095238093,0.3198525539757767,0.6666666666666666,0.0,0.6666666666666666,0.25]",1,0,0,1,0
"[0.30952380952380953,0.16192733017377567,0.6666666666666666,0.0,0.0,0.17500000000000002]",0,1,1,0,1
"[0.7619047619047619,0.7057398630858347,1.0,0.0,0.6666666666666666,0.8]",0,7,0,1,0
"[0.38095238095238093,0.0684044233807267,0.6666666666666666,1.0,0.6666666666666666,0.275]",1,6,0,1,0
"[0.5714285714285714,0.20179041600842548,0.3333333333333333,0.0,0.6666666666666666,0.025]",0,2,0,0,0
"[0.45238095238095233,0.17251184834123223,1.0,0.0,0.6666666666666666,0.25]",0,1,0,0,0
"[0.26190476190476186,0.4584518167456556,0.0,0.0,0.6666666666666666,0.17500000000000002]",0,4,1,0,0
"[0.3571428571428571,0.1743549236440232,0.3333333333333333,0.0,0.6666666666666666,0.125]",0,3,0,0,0
"[0.6428571428571428,0.05913638757240653,1.0,1.0,0.6666666666666666,0.125]",0,1,0,0,0
"[0.5714285714285714,0.4799894681411269,1.0,0.0,0.0,0.5]",0,4,0,1,0
"[0.5238095238095237,0.23507109004739338,0.0,0.0,1.0,0.2]",1,0,0,0,0
"[0.3571428571428571,0.22106371774618222,0.6666666666666666,0.0,0.6666666666666666,0.375]",0,2,0,1,0
"[0.5238095238095237,0.8124275934702475,1.0,1.0,0.6666666666666666,0.525]",2,5,0,1,0
"[0.14285714285714285,0.06777251184834124,0.0,0.0,0.6666666666666666,0.025]",0,2,0,0,0
"[0.5238095238095237,0.16113744075829384,1.0,0.0,0.6666666666666666,0.05]",0,4,0,1,0
"[0.6428571428571428,0.3387045813586098,0.3333333333333333,0.0,0.6666666666666666,0.25]",0,4,0,0,0
"[0.40476190476190477,0.07482885729331228,0.6666666666666666,1.0,0.6666666666666666,0.125]",1,6,1,0,0
"[0.3333333333333333,0.2563981042654029,0.3333333333333333,0.0,0.6666666666666666,0.17500000000000002]",0,1,1,0,0
"[0.42857142857142855,0.08609794628751975,1.0,1.0,0.3333333333333333,0.07500000000000001]",1,6,0,1,0
"[0.7142857142857142,0.2859399684044234,0.6666666666666666,0.0,0.6666666666666666,0.2]",1,0,1,0,0
"[0.26190476190476186,0.07593470247498683,0.6666666666666666,0.0,0.3333333333333333,0.025]",0,1,0,0,0
"[0.3571428571428571,0.283464981569247,0.0,0.0,0.0,0.05]",1,0,0,0,0
"[0.2857142857142857,0.4583991574512902,0.0,0.0,0.6666666666666666,0.25]",1,0,0,0,1
"[0.47619047619047616,0.2668773038441285,0.6666666666666666,0.0,0.6666666666666666,0.15000000000000002]",2,8,0,0,0
"[0.40476190476190477,0.07588204318062139,0.0,0.0,0.6666666666666666,0.07500000000000001]",0,2,0,0,0
"[0.2857142857142857,0.4339652448657188,0.3333333333333333,0.0,0.6666666666666666,0.1]",1,0,0,0,0
"[0.40476190476190477,0.056082148499210116,0.0,0.0,0.6666666666666666,0.025]",0,2,1,1,1
"[0.8333333333333333,0.48235913638757244,1.0,0.0,0.6666666666666666,0.8250000000000001]",0,3,1,0,1
"[0.47619047619047616,0.20252764612954188,0.3333333333333333,0.0,0.6666666666666666,0.125]",0,3,0,0,1
"[0.3333333333333333,0.16208530805687205,0.0,0.0,0.3333333333333333,0.15000000000000002]",0,1,0,0,0
"[0.7142857142857142,0.07151132174828857,0.0,0.0,0.3333333333333333,0.2]",0,1,1,0,0
"[0.38095238095238093,0.10337019483938915,1.0,0.0,0.0,0.025]",0,1,0,0,0
"[0.8809523809523809,0.9782517114270669,1.0,1.0,0.6666666666666666,0.9]",1,5,0,0,0
"[0.38095238095238093,0.23565034228541337,1.0,0.0,0.3333333333333333,0.05]",0,1,0,0,0
"[0.19047619047619047,0.05539757767245919,1.0,1.0,0.6666666666666666,0.025]",0,1,1,0,0
"[0.47619047619047616,0.4694576092680358,0.3333333333333333,0.0,0.6666666666666666,0.225]",1,0,0,0,0
"[0.47619047619047616,0.1679304897314376,0.3333333333333333,0.0,1.0,0.07500000000000001]",1,0,1,0,0
"[0.42857142857142855,0.3057398630858347,0.6666666666666666,0.0,0.6666666666666666,0.025]",1,0,1,0,0
"[0.26190476190476186,0.19557661927330175,0.0,0.0,0.6666666666666666,0.25]",0,2,0,1,0
"[0.40476190476190477,0.2703001579778831,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,4,1,1,0
"[0.5,0.3806213796735124,0.6666666666666666,0.0,0.6666666666666666,0.17500000000000002]",1,0,0,0,0
"[0.26190476190476186,0.413059505002633,1.0,0.0,1.0,0.15000000000000002]",0,4,0,0,0
"[0.7619047619047619,0.9648235913638757,0.6666666666666666,0.0,0.6666666666666666,0.025]",1,5,0,1,0
"[0.11904761904761904,0.05602948920484466,0.6666666666666666,0.0,0.6666666666666666,0.05]",0,1,0,0,0
"[0.42857142857142855,0.2397577672459189,0.0,0.0,0.6666666666666666,0.07500000000000001]",0,2,0,1,0
"[0.5714285714285714,0.9796735123749343,1.0,1.0,0.6666666666666666,0.025]",0,5,0,0,0
"[0.40476190476190477,0.1262769878883623,0.6666666666666666,0.0,0.3333333333333333,0.25]",0,2,0,0,0
"[0.38095238095238093,0.2134807793575566,0.6666666666666666,0.0,0.3333333333333333,0.2]",0,4,0,0,0
"[0.5238095238095237,0.1911532385466035,0.0,0.0,0.6666666666666666,0.125]",1,0,1,0,0
"[0.5952380952380952,0.20363349131121644,0.3333333333333333,0.0,0.6666666666666666,0.15000000000000002]",0,2,0,0,0
"[0.40476190476190477,0.0885202738283307,1.0,0.0,0.3333333333333333,0.025]",0,2,0,0,0
"[0.6666666666666666,0.8719325961032123,0.0,0.0,0.0,0.65]",1,5,0,0,0
"[0.23809523809523808,0.07367035281727226,0.3333333333333333,0.0,0.6666666666666666,0.025]",0,2,0,1,1
"[0.09523809523809523,0.09505002632964718,0.6666666666666666,0.0,0.3333333333333333,0.1]",0,1,1,1,0
"[0.7619047619047619,0.5390205371248026,0.6666666666666666,0.0,0.6666666666666666,0.75]",0,4,0,1,0
"[0.3333333333333333,0.12127435492364402,1.0,0.0,0.6666666666666666,0.07500000000000001]",0,1,1,0,0
"[0.6190476190476191,0.9499736703528173,1.0,0.0,0.3333333333333333,0.55]",0,7,1,1,0
"[0.2857142857142857,0.059610321221695635,0.3333333333333333,0.0,0.3333333333333333,0.15000000000000002]",0,1,0,0,0
"[0.6428571428571428,0.2506582411795682,0.0,0.0,0.6666666666666666,0.25]",0,2,1,1,0
"[0.6428571428571428,0.17777777777777778,0.0,0.0,0.6666666666666666,0.25]",1,0,0,0,0
"[0.30952380952380953,0.22764612954186414,0.0,0.0,0.6666666666666666,0.125]",1,0,0,0,0
"[0.42857142857142855,0.19241706161137442,0.6666666666666666,0.0,0.6666666666666666,0.07500000000000001]",0,3,1,1,0
"[0.38095238095238093,0.1956292785676672,1.0,0.0,0.6666666666666666,0.225]",0,3,0,0,0
"[0.738095238095238,0.11595576619273303,0.0,0.0,0.3333333333333333,0.225]",0,2,1,0,0
"[0.5,0.23001579778830963,0.0,0.0,0.6666666666666666,0.17500000000000002]",0,3,0,0,0
"[0.21428571428571427,0.1609794628751975,0.0,0.0,0.6666666666666666,0.17500000000000002]",0,2,0,0,0
"[0.40476190476190477,0.22111637704054768,0.0,0.0,0.6666666666666666,0.4]",0,1,0,0,0
"[0.23809523809523808,0.2036861506055819,0.0,1.0,0.3333333333333333,0.125]",0,3,1,0,0
"[0.07142857142857142,0.1110057925223802,1.0,0.0,0.6666666666666666,0.05]",0,1,0,0,0
"[0.0,0.029489204844655083,1.0,0.0,1.0,0.0]",1,6,1,1,1
"[0.6904761904761905,0.9820431806213797,0.6666666666666666,0.0,0.6666666666666666,0.125]",2,5,1,0,0
"[0.5,0.10847814639283834,0.6666666666666666,0.0,0.6666666666666666,0.25]",0,2,0,0,0
"[0.5238095238095237,0.49636650868878357,0.6666666666666666,0.0,0.6666666666666666,0.45]",0,3,1,0,0
"[0.40476190476190477,0.16529752501316483,0.6666666666666666,0.0,0.6666666666666666,0.35000000000000003]",0,4,1,0,0
"[0.45238095238095233,0.25060558188520277,0.6666666666666666,0.0,0.3333333333333333,0.1]",0,3,0,0,0
"[0.5,0.21237493417588205,0.6666666666666666,0.0,0.0,0.225]",0,3,1,0,0
"[0.6428571428571428,0.2507109004739337,1.0,0.0,0.6666666666666666,0.25]",0,3,1,0,0
"[0.47619047619047616,0.3552922590837283,0.6666666666666666,0.0,1.0,0.125]",0,3,1,1,0
"[0.40476190476190477,0.4895734597156398,0.0,0.0,0.6666666666666666,0.325]",1,0,0,0,1
"[0.45238095238095233,0.15413375460768827,0.3333333333333333,0.0,0.0,0.2]",0,1,1,0,0
"[0.5238095238095237,0.3652448657187994,1.0,0.0,0.3333333333333333,0.1]",0,3,1,1,0
"[0.6190476190476191,0.24928909952606637,1.0,0.0,0.6666666666666666,0.25]",2,8,0,1,0
"[0.7142857142857142,0.74739336492891,1.0,1.0,0.6666666666666666,0.05]",0,5,0,0,0
"[0.40476190476190477,0.23333333333333334,1.0,0.0,0.3333333333333333,0.05]",1,0,0,1,1
"[0.14285714285714285,0.1448657187993681,1.0,0.0,0.6666666666666666,0.15000000000000002]",0,1,1,1,0
"[0.21428571428571427,0.1320695102685624,0.6666666666666666,0.0,0.6666666666666666,0.07500000000000001]",0,1,1,0,0
"[0.21428571428571427,0.0827277514481306,1.0,0.0,0.3333333333333333,0.1]",0,1,0,0,0
"[0.5238095238095237,0.06092680358083202,0.0,0.0,0.0,0.1]",0,2,0,1,1
"[0.26190476190476186,0.2559241706161138,0.6666666666666666,0.0,0.6666666666666666,0.125]",1,0,0,0,0
"[0.42857142857142855,0.36856240126382306,0.0,0.0,0.6666666666666666,0.07500000000000001]",0,4,1,0,0
"[0.16666666666666666,0.22101105845181676,0.6666666666666666,0.0,0.6666666666666666,0.17500000000000002]",0,3,0,0,0
"[0.5,0.2256977356503423,0.3333333333333333,1.0,0.6666666666666666,0.125]",0,3,0,0,0
"[0.738095238095238,0.8111637704054766,0.3333333333333333,0.0,0.6666666666666666,0.1]",0,7,1,0,0
"[0.7619047619047619,0.6456029489204845,0.0,0.0,0.6666666666666666,0.35000000000000003]",0,7,1,0,0
"[0.047619047619047616,0.09341758820431807,0.6666666666666666,0.0,0.6666666666666666,0.05]",1,6,1,0,0
"[0.38095238095238093,0.23296471827277515,0.3333333333333333,0.0,0.6666666666666666,0.275]",0,1,1,0,0
"[0.42857142857142855,0.052869931542917324,0.3333333333333333,0.0,0.6666666666666666,0.1]",0,2,0,0,0
"[0.738095238095238,0.682306477093207,0.6666666666666666,0.0,0.6666666666666666,0.375]",0,4,1,1,0
"[0.42857142857142855,0.17719852553975776,0.6666666666666666,0.0,0.6666666666666666,0.07500000000000001]",0,3,1,0,0
"[0.42857142857142855,0.307161664033702,0.0,1.0,0.6666666666666666,0.125]",0,4,0,0,0
"[0.8571428571428571,0.8645076355976831,0.6666666666666666,1.0,0.6666666666666666,0.25]",0,5,1,0,0
"[0.5952380952380952,0.8738283307003687,0.6666666666666666,1.0,0.6666666666666666,0.35000000000000003]",0,7,0,0,0
"[0.40476190476190477,0.18809899947340705,1.0,1.0,1.0,0.275]",1,0,0,1,1
"[0.47619047619047616,0.1962085308056872,1.0,0.0,1.0,0.325]",0,1,0,0,0
"[0.26190476190476186,0.1673512374934176,0.3333333333333333,0.0,0.3333333333333333,0.25]",1,0,0,1,0
"[0.3571428571428571,0.23675618746708796,1.0,0.0,0.6666666666666666,0.15000000000000002]",1,0,0,0,0
"[0.3333333333333333,0.234913112164297,0.3333333333333333,0.0,0.3333333333333333,0.225]",0,1,0,0,0
"[0.30952380952380953,0.23522906793048975,1.0,0.0,0.6666666666666666,0.25]",1,0,1,0,0
"[0.738095238095238,0.08309636650868879,0.0,0.0,0.3333333333333333,0.05]",0,2,1,1,0
"[0.47619047619047616,0.07535545023696683,0.3333333333333333,1.0,0.6666666666666666,0.1]",0,2,1,0,0
"[0.6904761904761905,0.7879410215903108,0.3333333333333333,0.0,0.6666666666666666,0.07500000000000001]",1,5,1,0,0
"[0.738095238095238,0.7567140600315956,0.6666666666666666,0.0,0.6666666666666666,0.2]",0,5,0,0,0
"[0.5476190476190476,0.3197998946814113,0.6666666666666666,0.0,0.6666666666666666,0.05]",1,0,0,1,0
"[0.047619047619047616,0.09052132701421801,0.0,0.0,0.6666666666666666,0.05]",1,6,0,0,0
"[0.3571428571428571,0.22954186413902056,1.0,1.0,0.6666666666666666,0.15000000000000002]",1,0,1,1,0
"[0.42857142857142855,0.22843601895734597,0.6666666666666666,0.0,0.3333333333333333,0.07500000000000001]",0,4,0,0,0
"[0.6190476190476191,0.11511321748288574,1.0,0.0,0.6666666666666666,0.05]",2,8,1,1,0
"[0.11904761904761904,0.1569246972090574,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,2,0,1,1
"[0.47619047619047616,0.1209583991574513,0.6666666666666666,0.0,0.3333333333333333,0.0]",0,2,1,0,0
"[0.8333333333333333,0.3157451290152712,1.0,0.0,0.6666666666666666,0.1]",0,4,0,0,0
"[0.7142857142857142,0.08667719852553976,0.6666666666666666,0.0,0.6666666666666666,0.225]",1,6,1,1,1
"[0.3333333333333333,0.020221169036334915,0.3333333333333333,0.0,0.6666666666666666,0.025]",0,2,0,0,1
"[0.19047619047619047,0.08220115850447604,1.0,1.0,0.6666666666666666,0.17500000000000002]",0,2,0,0,0
"[0.8809523809523809,0.13312269615587152,0.3333333333333333,0.0,0.6666666666666666,0.1]",0,1,0,0,0
"[0.38095238095238093,0.15676671932596103,1.0,0.0,1.0,0.375]",0,2,0,0,0
"[1.0,0.5199578725645077,1.0,1.0,1.0,0.025]",0,4,0,0,0
"[0.3571428571428571,0.05365982095839916,0.3333333333333333,0.0,0.6666666666666666,0.35000000000000003]",0,2,0,0,0
"[0.45238095238095233,0.4484465508162191,1.0,0.0,0.3333333333333333,0.15000000000000002]",1,0,0,0,0
"[0.38095238095238093,0.10110584518167456,1.0,0.0,0.6666666666666666,0.25]",0,1,1,0,0
"[0.11904761904761904,0.06666666666666667,1.0,1.0,0.6666666666666666,0.07500000000000001]",1,6,0,1,1
"[0.6190476190476191,0.3617693522906793,1.0,0.0,0.6666666666666666,0.2]",0,4,1,1,0
"[0.40476190476190477,0.20647709320695104,1.0,0.0,1.0,0.125]",0,1,0,1,0
"[0.5952380952380952,0.3600842548709847,1.0,0.0,0.6666666666666666,0.25]",1,0,0,1,0
"[0.14285714285714285,0.17862032648762508,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,1,0,0,0
"[0.5476190476190476,0.4334913112164297,0.6666666666666666,0.0,0.6666666666666666,0.25]",1,0,0,0,0
"[0.26190476190476186,0.10347551342812007,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,2,1,0,0
"[0.42857142857142855,0.1839389152185361,1.0,0.0,0.3333333333333333,0.325]",1,6,1,0,0
"[0.6428571428571428,0.5128488678251711,0.6666666666666666,1.0,0.3333333333333333,0.5750000000000001]",0,4,0,0,0
"[0.14285714285714285,0.028751974723538704,0.6666666666666666,0.0,0.6666666666666666,0.025]",2,8,0,0,1
"[0.6904761904761905,0.6280674038967878,0.6666666666666666,0.0,0.0,0.5750000000000001]",1,0,0,0,1
"[0.19047619047619047,0.06824644549763033,0.6666666666666666,0.0,1.0,0.07500000000000001]",0,2,0,0,0
"[0.6428571428571428,0.8264876250658242,0.3333333333333333,0.0,0.6666666666666666,0.525]",0,7,1,0,0
"[0.3333333333333333,0.12764612954186413,0.6666666666666666,0.0,0.3333333333333333,0.125]",0,1,0,0,0
"[0.30952380952380953,0.1299631384939442,0.6666666666666666,0.0,1.0,0.125]",0,2,0,0,0
"[0.5476190476190476,0.28546603475513427,0.3333333333333333,0.0,0.6666666666666666,0.07500000000000001]",2,8,0,0,0
"[0.5238095238095237,0.2899947340705635,0.0,0.0,0.6666666666666666,0.025]",0,3,1,1,0
"[0.14285714285714285,0.15260663507109004,0.0,0.0,1.0,0.15000000000000002]",0,2,0,0,0
"[0.6666666666666666,0.2397577672459189,0.3333333333333333,0.0,0.6666666666666666,0.25]",0,4,0,0,0
"[0.40476190476190477,0.3093206951026856,0.6666666666666666,0.0,0.6666666666666666,0.17500000000000002]",0,3,0,0,0
"[0.2857142857142857,0.09757767245918905,1.0,0.0,0.3333333333333333,0.25]",0,1,0,0,0
"[0.6904761904761905,0.2090047393364929,0.3333333333333333,0.0,0.0,0.025]",1,0,0,0,0
"[0.6666666666666666,0.49283833596629806,1.0,0.0,0.3333333333333333,0.25]",1,0,0,1,0
"[0.42857142857142855,0.2698788836229595,0.0,0.0,0.6666666666666666,0.05]",1,0,0,1,1
"[0.3333333333333333,0.3015271195365982,0.3333333333333333,0.0,0.6666666666666666,0.0]",1,0,0,0,1
"[0.11904761904761904,0.12037914691943129,0.3333333333333333,0.0,0.0,0.07500000000000001]",0,2,1,0,0
"[0.30952380952380953,0.22269615587151134,1.0,1.0,0.3333333333333333,0.125]",0,3,1,0,0
"[0.5,0.28767772511848344,1.0,0.0,0.6666666666666666,0.225]",0,2,0,1,0
"[0.3333333333333333,0.4529225908372828,0.6666666666666666,0.0,0.0,0.1]",1,0,0,0,0
"[0.5238095238095237,0.9912585571353344,0.3333333333333333,0.0,0.3333333333333333,0.525]",1,5,0,0,0
"[0.6428571428571428,0.4606108478146393,0.6666666666666666,1.0,1.0,0.125]",2,8,1,0,0
"[0.2857142857142857,0.20847814639283835,0.0,0.0,0.6666666666666666,0.225]",0,1,1,0,0
"[0.14285714285714285,0.05982095839915745,1.0,0.0,0.6666666666666666,0.05]",2,8,0,0,0
"[0.2857142857142857,0.061664033701948395,1.0,0.0,0.3333333333333333,0.1]",2,8,1,0,1
"[0.30952380952380953,0.386361242759347,0.6666666666666666,0.0,0.6666666666666666,0.125]",1,0,0,0,0
"[0.21428571428571427,0.12827804107424962,1.0,0.0,0.3333333333333333,0.15000000000000002]",0,1,1,0,0
"[0.26190476190476186,0.0922064244339126,0.3333333333333333,0.0,0.6666666666666666,0.05]",1,6,1,0,1
"[0.26190476190476186,0.2783043707214323,0.6666666666666666,0.0,1.0,0.07500000000000001]",0,4,0,1,0
"[0.2857142857142857,0.3228541337546077,0.0,0.0,0.6666666666666666,0.17500000000000002]",1,0,0,0,0
"[0.38095238095238093,0.10126382306477094,1.0,0.0,0.6666666666666666,0.125]",0,1,0,1,0
"[0.3571428571428571,0.2179041600842549,0.3333333333333333,0.0,0.3333333333333333,0.275]",1,0,1,0,0
"[0.738095238095238,0.18420221169036335,1.0,0.0,1.0,0.125]",1,0,1,0,0
"[0.3571428571428571,0.39784096893101634,0.0,1.0,0.3333333333333333,0.0]",1,0,1,1,1
"[0.47619047619047616,0.07682991047919958,0.3333333333333333,0.0,0.3333333333333333,0.15000000000000002]",0,2,1,0,0
"[0.30952380952380953,0.3766192733017378,0.6666666666666666,0.0,0.6666666666666666,0.025]",1,0,0,0,1
"[0.26190476190476186,0.057925223802001054,0.0,0.0,0.6666666666666666,0.025]",0,1,1,0,0
"[0.2857142857142857,0.22564507635597683,0.6666666666666666,0.0,0.6666666666666666,0.17500000000000002]",0,4,0,0,0
"[0.3333333333333333,0.08999473407056346,0.3333333333333333,0.0,0.6666666666666666,0.17500000000000002]",0,1,0,0,0
"[0.47619047619047616,0.2528699315429173,1.0,0.0,0.6666666666666666,0.025]",0,4,0,1,0
"[0.5952380952380952,0.07519747235387046,0.6666666666666666,0.0,0.6666666666666666,0.025]",0,1,0,1,1
"[0.5714285714285714,0.09252238020010532,0.3333333333333333,1.0,0.3333333333333333,0.125]",0,2,0,0,0
"[0.8809523809523809,0.9493944181147973,0.0,0.0,0.6666666666666666,0.025]",0,7,0,0,0
"[0.3571428571428571,0.10774091627172197,0.3333333333333333,0.0,0.3333333333333333,0.225]",0,1,0,0,0
"[0.5476190476190476,0.06740389678778305,0.0,1.0,0.6666666666666666,0.125]",0,2,0,0,0
"[0.38095238095238093,0.15755660874144287,0.6666666666666666,0.0,0.6666666666666666,0.375]",1,0,0,1,0
"[0.8333333333333333,0.6295945234333861,0.6666666666666666,1.0,0.3333333333333333,0.07500000000000001]",0,3,1,1,0
"[0.5952380952380952,0.13322801474460244,1.0,0.0,0.6666666666666666,0.225]",2,8,0,0,0
"[0.38095238095238093,0.2643496577145866,1.0,0.0,0.6666666666666666,0.05]",1,0,1,0,0
"[0.07142857142857142,0.0879410215903107,0.3333333333333333,0.0,0.6666666666666666,0.025]",1,6,0,0,1
"[0.47619047619047616,0.14181147972617167,0.6666666666666666,0.0,0.6666666666666666,0.125]",0,2,1,0,0
"[0.09523809523809523,0.0731437598736177,0.0,0.0,0.6666666666666666,0.025]",0,2,1,1,1
